,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
1533530,1,1,1,1,0,4,11,20000,0.0,171,4800.0
1533531,1,1,1,1,0,4,11,20000,0.0,263,5404.444444444444
1533532,1,1,1,1,0,4,11,20000,0.0,354,4533.333333333333
1533533,1,1,1,1,0,4,11,20000,0.0,364,4533.333333333333
1533534,1,1,1,1,0,4,11,20000,10800.0,0,4533.333333333333
1533535,1,1,1,1,0,4,11,20000,10800.0,79,5244.444444444444
1533536,1,1,1,1,0,4,11,20000,10800.0,171,4533.333333333333
1533537,1,1,1,1,0,4,11,20000,10800.0,263,5191.111111111111
1533538,1,1,1,1,0,4,11,20000,10800.0,354,5208.888888888889
1533539,1,1,1,1,0,4,11,20000,10800.0,364,4533.333333333333
1533540,1,1,1,1,0,4,11,20000,21600.0,0,5262.222222222223
1533541,1,1,1,1,0,4,11,20000,21600.0,79,5404.444444444444
1533542,1,1,1,1,0,4,11,20000,21600.0,171,4533.333333333333
1533543,1,1,1,1,0,4,11,20000,21600.0,263,4995.555555555556
1533544,1,1,1,1,0,4,11,20000,21600.0,354,5191.111111111111
1533545,1,1,1,1,0,4,11,20000,21600.0,364,5386.666666666667
1533546,1,1,1,1,0,4,11,20000,25200.0,0,4533.333333333333
1533547,1,1,1,1,0,4,11,20000,25200.0,79,4533.333333333333
1533548,1,1,1,1,0,4,11,20000,25200.0,171,5066.666666666667
1533549,1,1,1,1,0,4,11,20000,25200.0,263,4533.333333333333
1533550,1,1,1,1,0,4,11,20000,25200.0,354,4533.333333333333
1533551,1,1,1,1,0,4,11,20000,25200.0,364,4533.333333333333
1533552,1,1,1,1,0,4,11,20000,27000.0,0,4533.333333333333
1533553,1,1,1,1,0,4,11,20000,27000.0,79,4533.333333333333
1533554,1,1,1,1,0,4,11,20000,27000.0,171,5191.111111111111
1533555,1,1,1,1,0,4,11,20000,27000.0,263,4533.333333333333
1533556,1,1,1,1,0,4,11,20000,27000.0,354,5404.444444444444
1533557,1,1,1,1,0,4,11,20000,27000.0,364,4533.333333333333
1533558,1,1,1,1,0,4,11,20000,39600.0,0,5173.333333333333
